scraper	article	wer
trafilatura	TheIndependent_2.html.gz	0.03937007874015748
trafilatura	TheIndependent_3.html.gz	0.048027444253859346
trafilatura	TheIndependent_4.html.gz	2.1009174311926606
trafilatura	TheIntercept_0.html.gz	0.0054017555705604325
trafilatura	TheIntercept_1.html.gz	0.018890200708382526
trafilatura	TheIntercept_2.html.gz	0.0033422459893048127
trafilatura	TheIntercept_3.html.gz	0.008695652173913044
trafilatura	TheIntercept_4.html.gz	0.013128449947784573
trafilatura	TheNation_0.html.gz	0.2313167259786477
trafilatura	TheNation_1.html.gz	0.11203319502074689
trafilatura	TheNation_2.html.gz	0.010550996483001172
trafilatura	TheNation_3.html.gz	0.2020033388981636
trafilatura	TheNation_4.html.gz	0.011560693641618497
trafilatura	TheNewYorker_0.html.gz	0.0
trafilatura	TheNewYorker_1.html.gz	0.0
trafilatura	TheNewYorker_2.html.gz	0.0
trafilatura	TheNewYorker_3.html.gz	0.005928853754940711
trafilatura	TheNewYorker_4.html.gz	0.015509989484752892
trafilatura	TheTelegraph_0.html.gz	0.0
trafilatura	TheTelegraph_1.html.gz	0.98005698005698
trafilatura	TheTelegraph_2.html.gz	0.2956521739130435
trafilatura	TheTelegraph_3.html.gz	0.8014440433212996
trafilatura	TheTelegraph_4.html.gz	0.0
trafilatura	WashingtonTimes_0.html.gz	0.05918367346938776
trafilatura	WashingtonTimes_1.html.gz	0.07532467532467532
trafilatura	WashingtonTimes_2.html.gz	0.06605922551252848
trafilatura	WashingtonTimes_3.html.gz	0.07839388145315487
trafilatura	WashingtonTimes_4.html.gz	0.04669887278582931
trafilatura	iNews_0.html.gz	0.0
trafilatura	iNews_1.html.gz	0.0
trafilatura	iNews_2.html.gz	0.0
trafilatura	iNews_3.html.gz	0.0
trafilatura	iNews_4.html.gz	0.01903592262818545
